"Conservative_1"	"Conservative_2"	"Conservative_3"	"Conservative_4"	"Conservative_5"	"Conservative_6"	"Pressure"	"Temperature"	"Pressure_Coefficient"	"Mach"	"Laminar_Viscosity"	"Skin_Friction_Coefficient_X"	"Skin_Friction_Coefficient_Y"	"Skin_Friction_Coefficient_Z"	"Heat_Flux"	"Y_Plus"	"Eddy_Viscosity"	"Points:0"	"Points:1"	"Points:2"
1.137	324	0.27029	17.523	2.8147e+005	4.7301e-005	94067	288.22	0.0018551	0.83854	1.7896e-005	0	0	0	0	0	3.7901e-006	-1.0313	2.293	-0.37179
1.1371	323.99	0.365	17.565	2.8149e+005	4.7305e-005	94079	288.23	0.0021066	0.83843	1.7897e-005	0	0	0	0	0	3.7924e-006	-0.92878	2.293	-0.31627
1.1369	324.01	0.26291	17.521	2.8146e+005	4.7299e-005	94061	288.21	0.0017294	0.83862	1.7896e-005	0	0	0	0	0	3.7891e-006	-1.0671	2.293	-0.31517
1.137	324.01	0.3146	17.545	2.8147e+005	4.7302e-005	94068	288.22	0.0018841	0.83855	1.7896e-005	0	0	0	0	0	3.7905e-006	-1.0083	2.293	-0.2874
1.1369	324.02	0.25493	17.516	2.8145e+005	4.7297e-005	94056	288.21	0.0016072	0.83869	1.7896e-005	0	0	0	0	0	3.7879e-006	-1.0995	2.2884	-0.26425
1.1369	324.02	0.26752	17.523	2.8145e+005	4.7298e-005	94057	288.21	0.0016372	0.83868	1.7896e-005	0	0	0	0	0	3.7882e-006	-1.084	2.293	-0.2558
1.1368	324.03	0.2521	17.514	2.8144e+005	4.7296e-005	94053	288.21	0.0015462	0.83872	1.7896e-005	0	0	0	0	0	3.7873e-006	-1.1084	2.293	-0.24395
1.1368	324.01	0.19769	17.482	2.8144e+005	4.7294e-005	94053	288.21	0.0015565	0.83866	1.7896e-005	0	0	0	0	0	3.7863e-006	-1.2236	2.0963	-0.055474
1.1368	324.02	0.21	17.483	2.8143e+005	4.7289e-005	94048	288.21	0.0014388	0.83875	1.7896e-005	0	0	0	0	0	3.7847e-006	-1.2236	2.1113	5.9502e-005
1.1368	324.01	0.19915	17.482	2.8143e+005	4.7289e-005	94047	288.21	0.0014328	0.83873	1.7896e-005	0	0	0	0	0	3.7845e-006	-1.2236	2.0964	0.055599
1.1366	324.05	0.23607	17.472	2.814e+005	4.728e-005	94028	288.19	0.0010143	0.83897	1.7895e-005	0	0	0	0	0	3.7801e-006	-1.1085	2.293	0.24402
1.1366	324.05	0.24869	17.48	2.814e+005	4.728e-005	94030	288.19	0.0010467	0.83895	1.7895e-005	0	0	0	0	0	3.7804e-006	-1.0839	2.293	0.25593
1.1366	324.05	0.23612	17.473	2.814e+005	4.728e-005	94028	288.19	0.0010237	0.83896	1.7895e-005	0	0	0	0	0	3.7803e-006	-1.0995	2.2883	0.26442
1.1366	324.05	0.23766	17.476	2.814e+005	4.728e-005	94028	288.19	0.0010097	0.83896	1.7895e-005	0	0	0	0	0	3.7803e-006	-1.0671	2.293	0.31537
1.1366	324.05	0.28583	17.508	2.8141e+005	4.7281e-005	94032	288.19	0.0011048	0.83893	1.7895e-005	0	0	0	0	0	3.7808e-006	-1.0082	2.293	0.28755
1.1366	324.04	0.23902	17.484	2.8139e+005	4.728e-005	94026	288.19	0.00097149	0.83896	1.7895e-005	0	0	0	0	0	3.78e-006	-1.0313	2.293	0.37204
1.1366	324.04	0.32388	17.543	2.8141e+005	4.728e-005	94032	288.19	0.0011084	0.83893	1.7895e-005	0	0	0	0	0	3.7806e-006	-0.9287	2.293	0.31643
1.1366	324.04	0.24171	17.496	2.8138e+005	4.728e-005	94023	288.19	0.00090167	0.83898	1.7895e-005	0	0	0	0	0	3.7795e-006	-0.9915	2.293	0.43191
1.1366	324.05	0.36322	17.583	2.814e+005	4.7278e-005	94030	288.19	0.0010485	0.83896	1.7895e-005	0	0	0	0	0	3.7797e-006	-0.84616	2.293	0.34283
1.1366	324.05	0.40293	17.629	2.8139e+005	4.7275e-005	94024	288.19	0.00092259	0.83902	1.7895e-005	0	0	0	0	0	3.7781e-006	-0.76144	2.293	0.36697
1.1365	324.06	0.442	17.68	2.8137e+005	4.727e-005	94014	288.18	0.00071824	0.83912	1.7894e-005	0	0	0	0	0	3.7758e-006	-0.67533	2.293	0.38906
1.1364	324.07	0.4797	17.735	2.8135e+005	4.7263e-005	94001	288.17	0.0004246	0.83927	1.7894e-005	0	0	0	0	0	3.7725e-006	-0.58857	2.293	0.40925
1.1362	324.09	0.51569	17.794	2.8132e+005	4.7254e-005	93982	288.15	2.2719e-005	0.83946	1.7893e-005	0	0	0	0	0	3.7682e-006	-0.50175	2.293	0.42771
1.136	324.11	0.547	17.856	2.8127e+005	4.7244e-005	93959	288.13	-0.0004743	0.8397	1.7892e-005	0	0	0	0	0	3.7632e-006	-0.41542	2.293	0.44454
1.1368	324.03	0.24444	17.504	2.8144e+005	4.7294e-005	94050	288.21	0.0014838	0.83875	1.7896e-005	0	0	0	0	0	3.7864e-006	-1.1488	2.289	-0.22062
1.1368	324.03	0.2327	17.488	2.8143e+005	4.7291e-005	94045	288.2	0.0013907	0.83878	1.7896e-005	0	0	0	0	0	3.7849e-006	-1.2028	2.2818	-0.18204
1.1367	324.03	0.22196	17.477	2.8142e+005	4.7287e-005	94042	288.2	0.0013133	0.83881	1.7896e-005	0	0	0	0	0	3.7834e-006	-1.2106	2.2506	-0.13859
1.1367	324.03	0.2102	17.471	2.8142e+005	4.7285e-005	94040	288.2	0.0012718	0.83884	1.7896e-005	0	0	0	0	0	3.7824e-006	-1.2158	2.2256	-0.093179
1.1367	324.05	0.2089	17.477	2.8142e+005	4.7289e-005	94040	288.2	0.0012736	0.83887	1.7895e-005	0	0	0	0	0	3.7837e-006	-1.2187	2.2083	-0.046147
1.1367	324.06	0.22665	17.483	2.8142e+005	4.7287e-005	94038	288.19	0.0012234	0.83892	1.7895e-005	0	0	0	0	0	3.7833e-006	-1.2196	2.2014	4.3935e-005
1.1367	324.06	0.21869	17.487	2.8142e+005	4.7283e-005	94035	288.2	0.001169	0.83893	1.7895e-005	0	0	0	0	0	3.7818e-006	-1.2187	2.2083	0.046235
1.1366	324.05	0.21518	17.49	2.814e+005	4.728e-005	94031	288.19	0.0010816	0.83894	1.7895e-005	0	0	0	0	0	3.7801e-006	-1.2158	2.2256	0.093269
1.1366	324.04	0.2188	17.485	2.814e+005	4.7279e-005	94029	288.19	0.0010401	0.83895	1.7895e-005	0	0	0	0	0	3.7797e-006	-1.2106	2.2506	0.13868
1.1366	324.05	0.22411	17.478	2.814e+005	4.7279e-005	94029	288.19	0.0010319	0.83895	1.7895e-005	0	0	0	0	0	3.7798e-006	-1.2028	2.2818	0.18214
1.1366	324.05	0.23173	17.473	2.814e+005	4.7279e-005	94028	288.19	0.0010229	0.83896	1.7895e-005	0	0	0	0	0	3.7801e-006	-1.1488	2.289	0.22074
1.137	323.97	0.81766	17.78	2.8148e+005	4.7283e-005	94072	288.23	0.0019653	0.83849	1.7897e-005	0	0	0	0	0	3.7847e-006	-0.29515	2.293	-0.30429
1.1371	323.96	0.76097	17.752	2.8149e+005	4.7288e-005	94081	288.24	0.0021594	0.83838	1.7897e-005	0	0	0	0	0	3.7869e-006	-0.37757	2.293	-0.29309
1.1371	323.96	0.70382	17.728	2.815e+005	4.7292e-005	94087	288.24	0.0022816	0.83831	1.7897e-005	0	0	0	0	0	3.7885e-006	-0.46045	2.293	-0.28082
1.1371	323.95	0.64721	17.705	2.8151e+005	4.7295e-005	94089	288.25	0.0023387	0.83828	1.7898e-005	0	0	0	0	0	3.7896e-006	-0.54326	2.293	-0.26739
1.1371	323.95	0.59183	17.682	2.8151e+005	4.7296e-005	94090	288.25	0.0023405	0.83827	1.7898e-005	0	0	0	0	0	3.7901e-006	-0.62541	2.293	-0.25272
1.1371	323.95	0.53865	17.66	2.815e+005	4.7297e-005	94087	288.24	0.0022925	0.83828	1.7898e-005	0	0	0	0	0	3.7901e-006	-0.70623	2.293	-0.23669
1.1371	323.95	0.48884	17.638	2.8149e+005	4.7297e-005	94083	288.24	0.0021997	0.83831	1.7897e-005	0	0	0	0	0	3.7898e-006	-0.78501	2.293	-0.21917
1.137	323.94	0.44281	17.617	2.8148e+005	4.7297e-005	94077	288.24	0.0020654	0.83835	1.7897e-005	0	0	0	0	0	3.7891e-006	-0.86104	2.293	-0.19997
1.1369	323.94	0.40077	17.596	2.8146e+005	4.7296e-005	94069	288.23	0.0018882	0.83841	1.7897e-005	0	0	0	0	0	3.7879e-006	-0.93379	2.293	-0.17889
1.1368	324.02	0.24888	17.511	2.8143e+005	4.7293e-005	94048	288.21	0.0014349	0.83874	1.7896e-005	0	0	0	0	0	3.7857e-006	-1.1289	2.293	-0.20961
1.1368	323.94	0.36333	17.573	2.8143e+005	4.7294e-005	94058	288.23	0.0016661	0.83847	1.7897e-005	0	0	0	0	0	3.7861e-006	-1.0028	2.293	-0.15574
1.1367	323.99	0.24782	17.504	2.8141e+005	4.7288e-005	94039	288.2	0.0012421	0.83875	1.7896e-005	0	0	0	0	0	3.783e-006	-1.1558	2.2925	-0.16074
1.1367	323.93	0.3315	17.548	2.8141e+005	4.729e-005	94046	288.22	0.0013947	0.83855	1.7896e-005	0	0	0	0	0	3.7836e-006	-1.067	2.293	-0.13024
1.1366	323.98	0.24221	17.49	2.8139e+005	4.7284e-005	94032	288.2	0.0011046	0.83878	1.7896e-005	0	0	0	0	0	3.7811e-006	-1.1781	2.2732	-0.12238
1.1366	323.92	0.30312	17.521	2.8137e+005	4.7284e-005	94031	288.21	0.0010843	0.83865	1.7896e-005	0	0	0	0	0	3.7802e-006	-1.1242	2.293	-0.10191
1.1365	323.97	0.23501	17.477	2.8137e+005	4.7279e-005	94025	288.2	0.00094551	0.83881	1.7895e-005	0	0	0	0	0	3.7785e-006	-1.1946	2.2642	-0.080758
1.1364	323.92	0.27037	17.488	2.8134e+005	4.7276e-005	94017	288.2	0.00078607	0.83875	1.7896e-005	0	0	0	0	0	3.7762e-006	-1.1712	2.293	-0.070302
1.1364	323.93	0.21832	17.467	2.8133e+005	4.727e-005	94011	288.2	0.00065712	0.83883	1.7895e-005	0	0	0	0	0	3.7739e-006	-1.2045	2.2891	-0.036027
1.1364	323.93	0.21938	17.467	2.8133e+005	4.7269e-005	94010	288.2	0.0006311	0.83882	1.7895e-005	0	0	0	0	0	3.7735e-006	-1.2035	2.293	-0.035523
1.1364	323.92	0.2203	17.467	2.8133e+005	4.7268e-005	94010	288.2	0.0006195	0.83882	1.7895e-005	0	0	0	0	0	3.7731e-006	-1.2048	2.293	-0.032056
1.1363	323.93	0.23116	17.478	2.8132e+005	4.7261e-005	94005	288.19	0.00052093	0.83887	1.7895e-005	0	0	0	0	0	3.7707e-006	-1.2048	2.293	0.032055
1.1363	323.94	0.23141	17.479	2.8132e+005	4.7261e-005	94005	288.19	0.00052173	0.83888	1.7895e-005	0	0	0	0	0	3.7708e-006	-1.2035	2.293	0.035573
1.1363	323.94	0.23025	17.479	2.8132e+005	4.7262e-005	94006	288.19	0.00054848	0.83889	1.7895e-005	0	0	0	0	0	3.7713e-006	-1.2045	2.2891	0.036086
1.1365	323.99	0.23799	17.479	2.8136e+005	4.7274e-005	94018	288.19	0.00080056	0.83891	1.7895e-005	0	0	0	0	0	3.7767e-006	-1.1946	2.2642	0.080834
1.1364	323.94	0.27118	17.481	2.8134e+005	4.7271e-005	94012	288.2	0.00066995	0.83884	1.7895e-005	0	0	0	0	0	3.7746e-006	-1.1712	2.293	0.070352
1.1365	324	0.24227	17.472	2.8137e+005	4.7278e-005	94022	288.19	0.00088107	0.83889	1.7895e-005	0	0	0	0	0	3.7784e-006	-1.1781	2.2732	0.12246
1.1365	323.94	0.30547	17.484	2.8136e+005	4.728e-005	94022	288.2	0.00089183	0.83875	1.7896e-005	0	0	0	0	0	3.7784e-006	-1.1241	2.293	0.10197
1.1365	324	0.24731	17.464	2.8138e+005	4.7281e-005	94024	288.19	0.0009293	0.83889	1.7895e-005	0	0	0	0	0	3.7795e-006	-1.1559	2.2925	0.16084
1.1366	323.94	0.33804	17.495	2.8138e+005	4.7287e-005	94031	288.21	0.0010818	0.83868	1.7896e-005	0	0	0	0	0	3.7811e-006	-1.0669	2.293	0.1303
1.1366	324.03	0.24085	17.466	2.8139e+005	4.7281e-005	94027	288.19	0.00099409	0.83893	1.7895e-005	0	0	0	0	0	3.7801e-006	-1.1289	2.293	0.20974
1.1366	323.94	0.36984	17.51	2.8139e+005	4.7291e-005	94037	288.21	0.0012147	0.83863	1.7896e-005	0	0	0	0	0	3.783e-006	-1.0027	2.293	0.15581
1.1367	323.94	0.40032	17.53	2.814e+005	4.7294e-005	94041	288.22	0.0012903	0.83862	1.7896e-005	0	0	0	0	0	3.7842e-006	-0.93373	2.293	0.17897
1.1367	323.95	0.43115	17.557	2.814e+005	4.7295e-005	94042	288.21	0.0013095	0.83864	1.7896e-005	0	0	0	0	0	3.7848e-006	-0.86097	2.293	0.20006
1.1367	323.96	0.46212	17.588	2.814e+005	4.7295e-005	94040	288.21	0.0012782	0.83867	1.7896e-005	0	0	0	0	0	3.7847e-006	-0.78493	2.293	0.21927
1.1366	323.97	0.49477	17.626	2.814e+005	4.7294e-005	94036	288.21	0.0011846	0.83874	1.7896e-005	0	0	0	0	0	3.784e-006	-0.70614	2.293	0.23681
1.1366	323.98	0.52869	17.669	2.8138e+005	4.7291e-005	94028	288.2	0.0010223	0.83883	1.7895e-005	0	0	0	0	0	3.7825e-006	-0.62531	2.293	0.25286
1.1365	324	0.56438	17.717	2.8137e+005	4.7286e-005	94017	288.19	0.0007774	0.83896	1.7895e-005	0	0	0	0	0	3.7803e-006	-0.54315	2.293	0.26755
1.1363	324.01	0.5993	17.768	2.8134e+005	4.7281e-005	94002	288.18	0.0004575	0.83913	1.7894e-005	0	0	0	0	0	3.7772e-006	-0.46033	2.293	0.281
1.1362	324.03	0.63355	17.823	2.813e+005	4.7273e-005	93982	288.16	3.1573e-005	0.83934	1.7894e-005	0	0	0	0	0	3.7733e-006	-0.37743	2.293	0.2933
1.136	324.06	0.66368	17.879	2.8126e+005	4.7265e-005	93959	288.14	-0.00048004	0.83959	1.7893e-005	0	0	0	0	0	3.7687e-006	-0.295	2.293	0.30452
1.1357	324.08	0.68751	17.937	2.8121e+005	4.7254e-005	93931	288.12	-0.0010718	0.83988	1.7891e-005	0	0	0	0	0	3.7633e-006	-0.21349	2.293	0.31475
1.1354	324.12	0.70486	17.996	2.8115e+005	4.7242e-005	93899	288.09	-0.001769	0.84023	1.789e-005	0	0	0	0	0	3.757e-006	-0.1333	2.293	0.32404
1.1363	323.88	0.23316	17.473	2.8131e+005	4.7262e-005	94007	288.2	0.00055437	0.83874	1.7896e-005	0	0	0	0	0	3.7703e-006	-1.2135	2.2916	2.4893e-005
1.1367	324.01	0.82371	17.93	2.8142e+005	4.7347e-005	94040	288.21	0.0012634	0.83885	1.7896e-005	0	0	0	0	0	3.801e-006	-0.20746	2.293	-0.15821
1.1368	323.99	0.78277	17.895	2.8145e+005	4.7352e-005	94054	288.22	0.0015777	0.8387	1.7896e-005	0	0	0	0	0	3.8038e-006	-0.28699	2.293	-0.1529
1.1369	323.99	0.73889	17.861	2.8147e+005	4.7356e-005	94066	288.23	0.0018307	0.83858	1.7897e-005	0	0	0	0	0	3.8059e-006	-0.3669	2.293	-0.14705
1.137	323.98	0.69459	17.83	2.8149e+005	4.7358e-005	94075	288.24	0.0020228	0.8385	1.7897e-005	0	0	0	0	0	3.8074e-006	-0.44666	2.293	-0.1406
1.137	323.98	0.65123	17.801	2.815e+005	4.7359e-005	94081	288.24	0.0021473	0.83845	1.7897e-005	0	0	0	0	0	3.808e-006	-0.52566	2.293	-0.13352
1.1371	323.99	0.61044	17.773	2.8151e+005	4.7357e-005	94084	288.24	0.0022131	0.83845	1.7897e-005	0	0	0	0	0	3.8079e-006	-0.60328	2.293	-0.12573
1.1371	324.01	0.57209	17.743	2.8151e+005	4.7354e-005	94084	288.24	0.00223	0.83847	1.7898e-005	0	0	0	0	0	3.8069e-006	-0.67886	2.293	-0.11716
1.1371	324.03	0.53479	17.708	2.8152e+005	4.7348e-005	94083	288.24	0.0022099	0.83854	1.7897e-005	0	0	0	0	0	3.8051e-006	-0.75182	2.293	-0.10771
1.137	324.06	0.4981	17.671	2.8152e+005	4.734e-005	94081	288.24	0.0021509	0.83864	1.7897e-005	0	0	0	0	0	3.8024e-006	-0.82179	2.293	-0.097275
1.137	324.11	0.46074	17.63	2.8152e+005	4.7328e-005	94076	288.24	0.0020492	0.83879	1.7897e-005	0	0	0	0	0	3.7984e-006	-0.88853	2.293	-0.085789
1.1369	324.18	0.41911	17.586	2.8153e+005	4.7312e-005	94069	288.23	0.001893	0.83902	1.7897e-005	0	0	0	0	0	3.7927e-006	-0.95141	2.293	-0.0731
1.1369	324.27	0.36631	17.539	2.8153e+005	4.7287e-005	94059	288.22	0.0016838	0.83932	1.7896e-005	0	0	0	0	0	3.7847e-006	-1.0092	2.293	-0.058811
1.1367	324.38	0.30598	17.485	2.8153e+005	4.7249e-005	94043	288.2	0.0013411	0.83971	1.7896e-005	0	0	0	0	0	3.7719e-006	-1.0595	2.293	-0.042184
1.1368	324.53	0.1834	17.488	2.8158e+005	4.7213e-005	94051	288.2	0.0015179	0.84001	1.7896e-005	0	0	0	0	0	3.7623e-006	-1.0973	2.293	-0.022336
1.1363	323.92	0.22762	17.473	2.8133e+005	4.7257e-005	94009	288.2	0.00059564	0.83884	1.7896e-005	0	0	0	0	0	3.7691e-006	-1.209	2.293	2.3866e-005
1.1368	324.42	0.21437	17.525	2.8156e+005	4.7204e-005	94055	288.22	0.0015931	0.83973	1.7896e-005	0	0	0	0	0	3.7588e-006	-1.1127	2.2929	8.8097e-006
1.1368	324.53	0.22026	17.572	2.8158e+005	4.7198e-005	94047	288.2	0.0014189	0.84007	1.7895e-005	0	0	0	0	0	3.7573e-006	-1.0973	2.293	0.022353
1.1367	324.44	0.26458	17.618	2.8153e+005	4.7221e-005	94038	288.2	0.0012244	0.83993	1.7895e-005	0	0	0	0	0	3.7629e-006	-1.0595	2.293	0.042202
1.1368	324.4	0.30429	17.615	2.8154e+005	4.7252e-005	94049	288.21	0.0014561	0.83974	1.7896e-005	0	0	0	0	0	3.773e-006	-1.0092	2.293	0.058831
1.1368	324.34	0.36785	17.617	2.8154e+005	4.7275e-005	94051	288.22	0.0015167	0.83958	1.7896e-005	0	0	0	0	0	3.7801e-006	-0.95138	2.293	0.073124
1.1368	324.29	0.42615	17.622	2.8153e+005	4.7296e-005	94054	288.22	0.0015662	0.83944	1.7896e-005	0	0	0	0	0	3.7864e-006	-0.8885	2.293	0.085818
1.1368	324.26	0.47849	17.633	2.8152e+005	4.7314e-005	94054	288.22	0.0015814	0.83934	1.7896e-005	0	0	0	0	0	3.7918e-006	-0.82175	2.293	0.097309
1.1368	324.23	0.52645	17.649	2.8151e+005	4.7329e-005	94053	288.22	0.0015583	0.83929	1.7896e-005	0	0	0	0	0	3.7964e-006	-0.75177	2.293	0.10775
1.1368	324.21	0.57167	17.671	2.815e+005	4.7343e-005	94051	288.22	0.0015008	0.83926	1.7896e-005	0	0	0	0	0	3.8002e-006	-0.6788	2.293	0.11721
1.1367	324.2	0.61614	17.699	2.8148e+005	4.7353e-005	94046	288.22	0.0013988	0.83927	1.7896e-005	0	0	0	0	0	3.8029e-006	-0.60321	2.293	0.12579
1.1366	324.19	0.66018	17.733	2.8147e+005	4.7361e-005	94038	288.21	0.0012372	0.83931	1.7896e-005	0	0	0	0	0	3.8043e-006	-0.52559	2.293	0.13359
1.1365	324.19	0.70551	17.773	2.8144e+005	4.7365e-005	94027	288.21	0.00099107	0.8394	1.7896e-005	0	0	0	0	0	3.8045e-006	-0.44657	2.293	0.14068
1.1364	324.19	0.75	17.815	2.8141e+005	4.7367e-005	94012	288.2	0.00067458	0.83953	1.7895e-005	0	0	0	0	0	3.8037e-006	-0.3668	2.293	0.14714
1.1362	324.2	0.79385	17.862	2.8138e+005	4.7367e-005	93993	288.18	0.00026902	0.83971	1.7895e-005	0	0	0	0	0	3.8018e-006	-0.28688	2.293	0.153
1.136	324.21	0.83472	17.911	2.8133e+005	4.7365e-005	93971	288.17	-0.00022512	0.83993	1.7894e-005	0	0	0	0	0	3.799e-006	-0.20734	2.293	0.15833
1.1358	324.23	0.87082	17.964	2.8128e+005	4.736e-005	93944	288.14	-0.00080403	0.8402	1.7893e-005	0	0	0	0	0	3.7953e-006	-0.12865	2.293	0.16317
1.1355	324.26	0.89963	18.019	2.8122e+005	4.7354e-005	93913	288.12	-0.0014637	0.84051	1.7891e-005	0	0	0	0	0	3.7908e-006	-0.051203	2.293	0.16758
1.1359	324.46	0.9186	18.029	2.8137e+005	4.7256e-005	93955	288.15	-0.0005528	0.84071	1.7893e-005	0	0	0	0	0	3.7648e-006	-0.048344	2.293	0
1.1359	324.43	0.9278	18.033	2.8136e+005	4.726e-005	93954	288.15	-0.00057832	0.84064	1.7893e-005	0	0	0	0	0	3.7659e-006	-0.037659	2.293	-0.0090485
1.1358	324.46	0.93365	18.042	2.8136e+005	4.7255e-005	93949	288.15	-0.0006837	0.84075	1.7893e-005	0	0	0	0	0	3.7639e-006	-0.037094	2.293	0
1.1358	324.45	0.9255	18.036	2.8136e+005	4.726e-005	93949	288.15	-0.00068998	0.84072	1.7893e-005	0	0	0	0	0	3.7656e-006	-0.037652	2.293	0.0090632
1.1365	324.02	0.863	17.966	2.8138e+005	4.734e-005	94021	288.19	0.00086285	0.83903	1.7895e-005	0	0	0	0	0	3.7972e-006	-0.12877	2.293	-0.16303
1.1361	324.46	0.88413	17.992	2.8142e+005	4.726e-005	93977	288.17	-9.0236e-005	0.84052	1.7894e-005	0	0	0	0	0	3.7679e-006	-0.11314	2.293	0
1.1363	324.45	0.84051	17.949	2.8146e+005	4.7263e-005	93998	288.19	0.00037648	0.84032	1.7895e-005	0	0	0	0	0	3.7707e-006	-0.18983	2.293	0
1.1364	324.44	0.79566	17.906	2.815e+005	4.7265e-005	94017	288.2	0.00076598	0.84016	1.7895e-005	0	0	0	0	0	3.7728e-006	-0.2667	2.293	0
1.1365	324.44	0.74949	17.865	2.8153e+005	4.7265e-005	94031	288.21	0.0010777	0.84004	1.7896e-005	0	0	0	0	0	3.774e-006	-0.34326	2.293	0
1.1366	324.44	0.70122	17.828	2.8155e+005	4.7263e-005	94043	288.22	0.0013274	0.83995	1.7897e-005	0	0	0	0	0	3.7744e-006	-0.41896	2.293	0
1.1367	324.46	0.6521	17.795	2.8157e+005	4.7258e-005	94051	288.23	0.0015051	0.83992	1.7897e-005	0	0	0	0	0	3.7738e-006	-0.4932	2.293	0
1.1368	324.47	0.60275	17.765	2.8159e+005	4.7251e-005	94056	288.24	0.0016175	0.83992	1.7897e-005	0	0	0	0	0	3.7722e-006	-0.56538	2.293	0
1.1368	324.49	0.55316	17.738	2.816e+005	4.7243e-005	94059	288.24	0.0016876	0.83994	1.7897e-005	0	0	0	0	0	3.7697e-006	-0.63489	2.293	0
1.1368	324.51	0.50298	17.714	2.8161e+005	4.7232e-005	94062	288.24	0.0017399	0.83997	1.7897e-005	0	0	0	0	0	3.7667e-006	-0.70121	2.293	0
1.1368	324.54	0.45463	17.691	2.8162e+005	4.7221e-005	94063	288.24	0.0017723	0.84003	1.7898e-005	0	0	0	0	0	3.7634e-006	-0.76406	2.293	0
1.1368	324.57	0.40817	17.669	2.8163e+005	4.7209e-005	94063	288.24	0.0017739	0.8401	1.7898e-005	0	0	0	0	0	3.7598e-006	-0.82346	2.293	0
1.1368	324.61	0.36281	17.645	2.8164e+005	4.7196e-005	94062	288.24	0.0017485	0.84022	1.7897e-005	0	0	0	0	0	3.7561e-006	-0.87945	2.293	0
1.1369	324.67	0.31715	17.621	2.8165e+005	4.7183e-005	94061	288.23	0.0017298	0.84035	1.7897e-005	0	0	0	0	0	3.753e-006	-0.93212	2.293	0
1.1368	324.69	0.31243	17.593	2.8163e+005	4.7169e-005	94048	288.21	0.0014398	0.8405	1.7896e-005	0	0	0	0	0	3.7484e-006	-0.9813	2.2925	0
1.1368	324.71	0.3008	17.565	2.8164e+005	4.7163e-005	94050	288.2	0.0014962	0.8405	1.7895e-005	0	0	0	0	0	3.7473e-006	-1.0274	2.2913	0
1.1368	324.44	0.36979	17.549	2.8157e+005	4.7177e-005	94055	288.23	0.001594	0.8398	1.7897e-005	0	0	0	0	0	3.7503e-006	-1.0713	2.2892	0
1.1374	323.92	0.52933	17.431	2.8156e+005	4.7312e-005	94120	288.27	0.0029885	0.83793	1.7899e-005	0	0	0	0	0	3.7975e-006	-0.36904	2.293	-1.1045
1.1374	323.92	0.5395	17.432	2.8156e+005	4.7312e-005	94120	288.27	0.0029926	0.83793	1.7899e-005	0	0	0	0	0	3.7975e-006	-0.36372	2.293	-1.0981
1.1374	323.92	0.52299	17.434	2.8156e+005	4.7312e-005	94119	288.27	0.0029865	0.83794	1.7899e-005	0	0	0	0	0	3.7976e-006	-0.38177	2.293	-1.0943
1.1374	323.92	0.48836	17.438	2.8156e+005	4.7313e-005	94121	288.27	0.0030257	0.83792	1.7899e-005	0	0	0	0	0	3.7981e-006	-0.4599	2.293	-1.0762
1.1374	323.93	0.44766	17.441	2.8156e+005	4.7314e-005	94122	288.27	0.0030336	0.83793	1.7899e-005	0	0	0	0	0	3.7983e-006	-0.55748	2.2927	-1.052
1.1374	323.93	0.40933	17.444	2.8156e+005	4.7314e-005	94120	288.27	0.0030071	0.83795	1.7899e-005	0	0	0	0	0	3.7983e-006	-0.65637	2.2916	-1.0252
1.1374	323.93	0.37389	17.445	2.8156e+005	4.7313e-005	94118	288.27	0.0029523	0.83798	1.7899e-005	0	0	0	0	0	3.7979e-006	-0.75581	2.2894	-0.99542
1.1362	324.07	1.1835	17.573	2.8131e+005	4.7252e-005	93982	288.15	2.6464e-005	0.8394	1.7893e-005	0	0	0	0	0	3.7675e-006	0.29782	2.293	-0.95267
1.1364	324.04	1.1474	17.55	2.8136e+005	4.7263e-005	94009	288.18	0.0006143	0.83912	1.7894e-005	0	0	0	0	0	3.773e-006	0.22207	2.293	-0.943
1.1367	324.02	1.1019	17.533	2.8141e+005	4.7273e-005	94035	288.2	0.0011656	0.83885	1.7895e-005	0	0	0	0	0	3.7785e-006	0.14418	2.293	-0.93245
1.1369	323.99	1.0478	17.521	2.8145e+005	4.7283e-005	94058	288.22	0.0016606	0.8386	1.7896e-005	0	0	0	0	0	3.7835e-006	0.064082	2.293	-0.92092
1.137	323.97	0.986	17.512	2.8148e+005	4.7292e-005	94077	288.23	0.0020755	0.83839	1.7897e-005	0	0	0	0	0	3.7878e-006	-0.018284	2.293	-0.9083
1.1372	323.95	0.9151	17.506	2.8151e+005	4.7299e-005	94094	288.25	0.0024302	0.83822	1.7898e-005	0	0	0	0	0	3.7914e-006	-0.10294	2.293	-0.8945
1.1373	323.94	0.83888	17.503	2.8154e+005	4.7305e-005	94106	288.26	0.002705	0.83808	1.7898e-005	0	0	0	0	0	3.7944e-006	-0.18989	2.293	-0.87937
1.1374	323.92	0.4938	17.447	2.8156e+005	4.7312e-005	94119	288.27	0.0029761	0.83795	1.7899e-005	0	0	0	0	0	3.7977e-006	-0.43767	2.293	-1.0479
1.1374	323.93	0.75795	17.504	2.8155e+005	4.731e-005	94115	288.27	0.0028915	0.83799	1.7899e-005	0	0	0	0	0	3.7965e-006	-0.27909	2.293	-0.86276
1.1374	323.93	0.46017	17.46	2.8155e+005	4.7312e-005	94117	288.27	0.0029355	0.83797	1.7899e-005	0	0	0	0	0	3.7976e-006	-0.5045	2.293	-0.98948
